reviews.rating,reviews.text,reviews.title
5,"bought this for my niece and it works perfect, she easily navigates all menus and features...",solid tablet
5,An inexpensive tablet that can satisfy your reading and viewing pleasure. Fast and good quality product. Recommended!,Nice tablet for books and videos
5,I Bought this as a gift for my daughter! She is diabetic and losing her vision. I am hoping the large text will be easier for her to see so she keeps reading.,Super
5,I have ordered a couple of these for my family members and say that they work great and do everything that they are supposed too. Highly recommend.,Excellent
5,"Lightweight, performant, and packed with features. This device is great for reading, music, or movies on the go as well as web browsing and email.",Kindle Fire Exceeds Expectations
5,"Easy to use, like lighted screen for reading in dark",Easy to use
5,I am very satisfied with this product. It performs extremely well in all areas of its operation.,Great tablet
5,We bought one of these for my daughter to help with her learning. There are so many possibilities with this. It's way cheaper than an Ipad and does basically the same thing.,Great Buy
5,"I absolutely love my Fire tablet. Great size, lots of space and a great reader. I can't recommend this product enough.",Great tablet for the price
5,I I bought this for a friend since she liked mine so much.It is a great way to check emails and read Kindle e-Books.I keep an SD card in mine and store my books on it. You can just drop this in your purse to read on the go.,Kindle Fire
5,"Husband is a first time user, he is doing really well with it.. He has low vision problems and this made reading his favorite books a lot easier to read.",Easy to operate and read.
5,Love customer service very knowledgeable and helpful,Great price
5,Very good tablet for the price economical and the ability to carry in backpack,Great
5,"I bought this Kindle for my husband's birthday. I have had a Kindle since 2013 and I used it mostly to read and check emails while travelling. My husband is not particularly a book reader, but he spends way too many hours alone, in his office, reading his face book messages. Now, with the new Kindle he actually multi-tasks, in the living room, on facebook, email, and internet, at least in proximity to me, so he might even join me in a conversation! I think his Kindle has much imporoved our 35 year marriage!",Great gift
5,It is easy to use. It was cheap. Have not found anything about it that I do not like.,Perfect for what I wanted it for.
5,i really love this product because it lets me read books and surf the net,great product
5,"Love this tablet. Bought it to be my touch screen remote for my harmony hub, but use it for so much more now.",Great tablet
5,make sure you buy a micro sd card with at least 64 gb of memory. or you will have to constantly delete old items.,works great.
5,Up and coming new technology helps everyone to enjoy life more greatly,Awesome tablet
5,This is the perfect tablet for my purposes. Easy to use and the perfect size. Not too large and not too small.,Great item
5,This device is s really good piece of electronic. It is a good reader and also is very good for my 2 year old granddaughter to use.,Great device
5,"For my son as a present for college books. 5 textbooks were 1/4 the price on kindle than if we bought them on Amazon, this is my third kindle. Other two still working great,",Great kindle
5,"My bf got me this as a birthday present from my son. It's just like my 7"" although larger. I cannot tell the different between the regular and the HD and I game on it. I'm not sure if it cost more, but wouldn't waste the money if it did.",Birthday Present
5,Very satisfied for $39.95 sales price. Way faster than I expected.,Great tablet for the price.
5,"My new Kindle is an upgrade from my 7 year old Kindle Fire. As to be expected the video quality is better along with faster performance and more features. I still use my old Kindle as it is still ticking but the ""shiny new toy"" is fun.",Kindle upgrade
5,"I can play games, surf the internet or watch movies. I can check my e-mail or just about do anything I can do on a regular computer.I strongly recommend it.",awesome price for a great item
5,"This is a terrific tablet at a great price. The quality is excellent, the price is right, it has tons of storage capacity. And oh, did I mention that it's cheap? (Cheap for a tablet, that is.)",Absolutely awesome
5,Had a great experience with my Best Buy rep! Great Job!,Great
5,"I bought the HD Fire 7 for my wife,I liked hers decided to buy the Fire HD 8 for myself I love it.Nice graphics easy to use.",HD Fire8
5,"I have used the Kindle mostly for reading. I have downloaded books from Amazon, some free some purchased, that I have heard about for years and now will read. I have also read Manga from the Internet. My use of the internet has also included looking up gardening hints, animal care, and dog breed characteristics.",Very useful in reading and in using the internet.
